.00000,1260.50711,
.10000,622.82632,
.20000,344.41128,
.30000,218.26963,
.40000,145.00784,
.50000,97.80794,
.60000,82.02601,
.70000,58.99343,
.80000,50.55510,
.90000,43.22313,
1.00000,38.50034,
1.10000,32.24617,
1.20000,24.82817,
1.30000,23.69640,
1.40000,19.31812,
1.50000,17.76375,
1.60000,15.24029,
1.70000,12.45956,
1.80000,10.92577,
1.90000,11.67136,
2.00000,9.70457,
2.10000,9.32722,
2.20000,9.05415,
2.30000,8.19479,
2.40000,7.21069,
2.50000,5.74206,
2.60000,5.82567,
2.70000,6.25045,
2.80000,6.53373,
2.90000,5.50298,
3.00000,3.49619,
3.10000,4.34518,
3.20000,4.40737,
3.30000,3.75321,
3.40000,4.79771,
3.50000,3.31760,
3.60000,2.79066,
3.70000,2.75869,
3.80000,3.43113,
3.90000,2.05491,
4.00000,1.96488,
4.10000,3.48990,
4.20000,1.94731,
4.30000,1.93913,
4.40000,1.85979,
4.50000,2.51850,
4.60000,1.64289,
4.70000,2.01038,
4.80000,2.19864,
4.90000,1.73624,
5.00000,1.63882,
5.10000,1.54519,
5.20000,1.51576,
5.30000,1.81466,
5.40000,1.75216,
5.50000,1.60589,
5.60000,1.83099,
5.70000,1.35628,
5.80000,1.52353,
5.90000,1.39093,
6.00000,1.05226,
6.10000,1.24218,
6.20000,.84034,
6.30000,1.15293,
6.40000,1.20908,
6.50000,.85045,
6.60000,.93339,
6.70000,.87240,
6.80000,1.11525,
6.90000,.68700,
7.00000,.81271,
7.10000,1.13523,
7.20000,.94395,
7.30000,.82284,
7.40000,.79043,
7.50000,.44268,
7.60000,.74896,
7.70000,.59555,
7.80000,.60824,
7.90000,.60058,
8.00000,.35587,
8.10000,.68349,
8.20000,.50158,
8.30000,.76242,
8.40000,.67806,
8.50000,.37229,
8.60000,.66238,
8.70000,.41835,
8.80000,.55749,
8.90000,.37344,
9.00000,.51000,
9.10000,.45224,
9.20000,.37853,
9.30000,.40853,
9.40000,.37052,
9.50000,.33331,
9.60000,.31336,
9.70000,.22853,
9.80000,.29084,
9.90000,.31991,
10.00000,.20587,
10.10000,.48609,
10.20000,.12422,
10.30000,.23066,
10.40000,.22845,
10.50000,.24137,
10.60000,.14944,
10.70000,.29610,
10.80000,.26404,
10.90000,.15988,
11.00000,.21605,
11.10000,.14274,
11.20000,.21221,
11.30000,-.04207,
11.40000,.12510,
11.50000,.15158,
11.60000,.09563,
11.70000,-.05418,
11.80000,.06715,
11.90000,.05327,
12.00000,.09246,
12.10000,.07860,
12.20000,.10394,
12.30000,.09021,
12.40000,.08948,
12.50000,.08877,
12.60000,.13840,
12.70000,.00000,
12.80000,.01239,
12.90000,.08603,
13.00000,.07317,
13.10000,.00000,
13.20000,.02402,
13.30000,.04769,
13.40000,.02367,
13.50000,.07047,
13.60000,.00000,
13.70000,-.03472,
13.80000,.00000,
13.90000,-.02282,
14.00000,.03398,
14.10000,.03374,
14.20000,.05584,
14.30000,-.05545,
14.40000,.03304,
14.50000,.00000,
14.60000,.02173,
14.70000,.01079,
14.80000,.03215,
14.90000,.03194,
15.00000,.03173,
15.10000,.06303,
15.20000,.05218,
15.30000,.01037,
15.40000,.01030,
15.50000,.00000,
15.60000,.04068,
15.70000,.03032,
15.80000,.04017,
15.90000,.00000,
16.00000,.00000,
16.10000,.00000,
16.20000,.00000,
16.30000,.00000,
16.40000,.04838,
16.50000,.00000,
16.60000,.03824,
16.70000,.00000,
16.80000,.00945,
16.90000,.00939,
17.00000,.02800,
17.10000,.01856,
17.20000,.00000,
17.30000,.02752,
17.40000,.05472,
17.50000,.00907,
17.60000,-.02705,
17.70000,.01793,
17.80000,.00892,
17.90000,.02660,
18.00000,.02645,
18.10000,.01754,
18.20000,.06105,
18.30000,-.00867,
18.40000,.00000,
18.50000,.00858,
18.60000,.00853,
18.70000,.04244,
18.80000,.00000,
